votdst,GEOID20,TAPERSONS,total_TAPERSONS,fraction
1845,530330074052002,454,1068,0.4250936329588015
1845,530330074052003,334,1068,0.31273408239700373
1846,530330074051004,126,603,0.208955223880597
1846,530330074051005,279,603,0.4626865671641791
1846,530330074051008,198,603,0.3283582089552239
1847,530330074051000,338,955,0.3539267015706806
1847,530330074051001,274,955,0.2869109947643979
1847,530330074051006,100,955,0.10471204188481675
1847,530330074061000,139,955,0.14554973821989528
1847,530330074061001,104,955,0.10890052356020942
1849,530330074032003,173,517,0.3346228239845261
1849,530330074032004,178,517,0.344294003868472
1849,530330074032005,166,517,0.32108317214700194
1850,530330093001038,32,1143,0.02799650043744532
1850,530330093001039,21,1143,0.01837270341207349
1850,530330094002033,27,1143,0.023622047244094488
1850,530330094002034,73,1143,0.06386701662292213
1850,530330094002035,62,1143,0.0542432195975503
1850,530330094002036,56,1143,0.048993875765529306
1850,530330094003006,77,1143,0.0673665791776028
1850,530330094003008,69,1143,0.06036745406824147
1850,530330094003009,56,1143,0.048993875765529306
1850,530330094003010,43,1143,0.03762029746281715
1850,530330094003011,57,1143,0.049868766404199474
1850,530330094003012,57,1143,0.049868766404199474
1850,530330094003013,32,1143,0.02799650043744532
1850,530330094003014,48,1143,0.04199475065616798
1850,530330094003015,34,1143,0.02974628171478565
1850,530330094003016,24,1143,0.02099737532808399
1850,530330094003017,42,1143,0.03674540682414698
1850,530330094003018,77,1143,0.0673665791776028
1850,530330094003019,82,1143,0.07174103237095363
1850,530330094003020,111,1143,0.09711286089238845
1850,530330094003021,63,1143,0.05511811023622047
1851,530330074032000,51,872,0.058486238532110095
1851,530330074032001,179,872,0.20527522935779816
1851,530330074032002,192,872,0.22018348623853212
1851,530330075012003,92,872,0.10550458715596331
1851,530330075012004,174,872,0.19954128440366972
1851,530330075012005,99,872,0.11353211009174312
1851,530330075012006,85,872,0.09747706422018348
1853,530330094002000,133,762,0.17454068241469817
1853,530330094002003,66,762,0.08661417322834646
1853,530330094002004,34,762,0.04461942257217848
1853,530330094002005,74,762,0.09711286089238845
1853,530330094004012,106,762,0.13910761154855644
1853,530330094004020,47,762,0.06167979002624672
1853,530330094004021,43,762,0.05643044619422572
1853,530330094004025,141,762,0.18503937007874016
1853,530330094004026,70,762,0.09186351706036745
1853,530330094004027,48,762,0.06299212598425197
1854,530330095002017,72,886,0.08126410835214447
1854,530330095002018,97,886,0.10948081264108352
1854,530330095002019,67,886,0.07562076749435666
1854,530330095002020,69,886,0.07787810383747178
1854,530330095002021,61,886,0.06884875846501129
1854,530330095002022,40,886,0.045146726862302484
1854,530330095002025,42,886,0.04740406320541761
1854,530330095002026,93,886,0.10496613995485328
1854,530330095002042,190,886,0.2144469525959368
1854,530330095002043,17,886,0.019187358916478554
1854,530330095002044,45,886,0.050790067720090294
1854,530330095002046,11,886,0.012415349887133182
1854,530330095002047,55,886,0.062076749435665914
1854,530330095002053,10,886,0.011286681715575621
1854,530330095002054,17,886,0.019187358916478554
1855,530330075012000,143,784,0.18239795918367346
1855,530330075012001,104,784,0.1326530612244898
1855,530330075012002,86,784,0.1096938775510204
1855,530330075012007,123,784,0.1568877551020408
1855,530330075012008,163,784,0.20790816326530612
1855,530330075012009,165,784,0.21045918367346939
1856,530330075013002,141,804,0.17537313432835822
1856,530330075013003,157,804,0.19527363184079602
1856,530330075013004,98,804,0.12189054726368159
1856,530330075013005,127,804,0.15796019900497513
1856,530330075013010,58,804,0.07213930348258707
1856,530330075013011,72,804,0.08955223880597014
1856,530330075013012,61,804,0.07587064676616916
1856,530330075013013,90,804,0.11194029850746269
1857,530330075011002,92,800,0.115
1857,530330075011003,104,800,0.13
1857,530330075011004,91,800,0.11375
1857,530330075011005,388,800,0.485
1857,530330075011006,125,800,0.15625
1858,530330075011000,144,487,0.29568788501026694
1858,530330075011001,67,487,0.1375770020533881
1858,530330075011007,126,487,0.2587268993839836
1858,530330075011008,150,487,0.3080082135523614
1859,530330075022004,235,1235,0.1902834008097166
1859,530330075023000,104,1235,0.08421052631578947
1859,530330075023001,22,1235,0.017813765182186234
1859,530330075023003,40,1235,0.032388663967611336
1859,530330075023004,61,1235,0.04939271255060729
1859,530330075023005,137,1235,0.11093117408906883
1859,530330075023006,295,1235,0.2388663967611336
1859,530330075023007,193,1235,0.1562753036437247
1859,530330075023008,148,1235,0.11983805668016194
1860,530330075031000,174,1726,0.10081112398609501
1860,530330075031001,149,1726,0.08632676709154113
1860,530330075031002,43,1726,0.024913093858632676
1860,530330075031003,18,1726,0.010428736964078795
1860,530330075031004,136,1726,0.07879490150637311
1860,530330075031005,487,1726,0.28215527230590964
1860,530330075031006,97,1726,0.05619930475086906
1860,530330075031007,151,1726,0.08748551564310544
1860,530330075032002,156,1726,0.09038238702201622
1860,530330075032004,315,1726,0.1825028968713789
1861,530330075021005,341,1088,0.3134191176470588
1861,530330075032000,221,1088,0.203125
1861,530330079011002,83,1088,0.07628676470588236
1861,530330079011003,192,1088,0.17647058823529413
1861,530330079011008,136,1088,0.125
1861,530330079011009,115,1088,0.1056985294117647
1862,530330075032006,57,1545,0.036893203883495145
1862,530330084013007,14,1545,0.009061488673139158
1862,530330085001001,55,1545,0.03559870550161812
1862,530330085002002,6,1545,0.003883495145631068
1862,530330085002004,168,1545,0.1087378640776699
1862,530330086001001,136,1545,0.08802588996763754
1862,530330086001002,8,1545,0.005177993527508091
1862,530330086001003,64,1545,0.041423948220064725
1862,530330086001004,145,1545,0.09385113268608414
1862,530330086001007,41,1545,0.026537216828478965
1862,530330086001008,207,1545,0.13398058252427184
1862,530330086001009,12,1545,0.007766990291262136
1862,530330086003000,11,1545,0.007119741100323625
1862,530330086003001,621,1545,0.40194174757281553
1863,530330075032001,177,918,0.19281045751633988
1863,530330075032007,283,918,0.3082788671023965
1863,530330079012003,148,918,0.16122004357298475
1863,530330086001000,107,918,0.11655773420479303
1863,530330086001005,102,918,0.1111111111111111
1863,530330086001006,101,918,0.11002178649237472
1864,530330085002005,438,2214,0.1978319783197832
1864,530330085002007,50,2214,0.022583559168925023
1864,530330085002009,198,2214,0.08943089430894309
1864,530330085002010,282,2214,0.12737127371273713
1864,530330085002013,123,2214,0.05555555555555555
1864,530330085002015,409,2214,0.18473351400180668
1864,530330085002016,17,2214,0.0076784101174345075
1864,530330085002017,284,2214,0.12827461607949414
1864,530330085003000,369,2214,0.16666666666666666
1864,530330085003001,44,2214,0.01987353206865402
1867,530330075021001,114,1378,0.08272859216255443
1867,530330075021002,123,1378,0.08925979680696662
1867,530330075021003,291,1378,0.2111756168359942
1867,530330075021004,125,1378,0.09071117561683599
1867,530330075022002,171,1378,0.12409288824383163
1867,530330075022003,156,1378,0.11320754716981132
1867,530330075022005,237,1378,0.17198838896952104
1867,530330075022006,89,1378,0.06458635703918723
1867,530330075022007,72,1378,0.05224963715529753
1868,530330076003000,129,530,0.24339622641509434
1868,530330076003001,81,530,0.15283018867924528
1868,530330076003002,58,530,0.10943396226415095
1868,530330076003005,85,530,0.16037735849056603
1868,530330076003008,177,530,0.3339622641509434
1869,530330075013008,64,699,0.09155937052932761
1869,530330075013009,79,699,0.11301859799713877
1869,530330075013014,34,699,0.04864091559370529
1869,530330075021000,137,699,0.19599427753934193
1869,530330075022001,162,699,0.2317596566523605
1869,530330075022008,223,699,0.3190271816881259
1870,530330075013000,74,681,0.10866372980910426
1870,530330075013001,152,681,0.22320117474302498
1870,530330075013006,91,681,0.13362701908957417
1870,530330075013007,100,681,0.14684287812041116
1870,530330076003003,104,681,0.1527165932452276
1870,530330076003004,160,681,0.23494860499265785
1871,530330089002019,85,911,0.09330406147091108
1871,530330089002020,45,911,0.04939626783754116
1871,530330089002021,23,911,0.025246981339187707
1871,530330095001006,24,911,0.026344676180021953
1871,530330095001007,24,911,0.026344676180021953
1871,530330095001014,8,911,0.008781558726673985
1871,530330095001015,13,911,0.014270032930845226
1871,530330095001032,41,911,0.04500548847420417
1871,530330095001033,29,911,0.031833150384193196
1871,530330095001034,27,911,0.029637760702524697
1871,530330095001035,64,911,0.07025246981339188
1871,530330095002000,35,911,0.038419319429198684
1871,530330095002001,44,911,0.048298572996706916
1871,530330095002007,20,911,0.021953896816684963
1871,530330095002008,29,911,0.031833150384193196
1871,530330095002015,35,911,0.038419319429198684
1871,530330095002016,97,911,0.10647639956092206
1871,530330095002030,50,911,0.054884742041712405
1871,530330095002031,20,911,0.021953896816684963
1871,530330095002032,66,911,0.07244785949506037
1871,530330095002033,53,911,0.05817782656421515
1871,530330095002034,21,911,0.02305159165751921
1871,530330095002035,29,911,0.031833150384193196
1871,530330095002036,29,911,0.031833150384193196
1872,530330089001026,45,852,0.0528169014084507
1872,530330089001027,59,852,0.06924882629107981
1872,530330089001028,42,852,0.04929577464788732
1872,530330089001030,23,852,0.02699530516431925
1872,530330089002022,42,852,0.04929577464788732
1872,530330095001003,18,852,0.02112676056338028
1872,530330095001004,25,852,0.029342723004694836
1872,530330095001005,24,852,0.028169014084507043
1872,530330095001008,31,852,0.036384976525821594
1872,530330095001009,32,852,0.03755868544600939
1872,530330095001012,12,852,0.014084507042253521
1872,530330095001013,11,852,0.012910798122065728
1872,530330095001016,50,852,0.05868544600938967
1872,530330095001017,8,852,0.009389671361502348
1872,530330095001018,71,852,0.08333333333333333
1872,530330095001019,34,852,0.03990610328638498
1872,530330095001020,23,852,0.02699530516431925
1872,530330095001021,22,852,0.025821596244131457
1872,530330095001022,36,852,0.04225352112676056
1872,530330095001023,100,852,0.11737089201877934
1872,530330095001036,16,852,0.018779342723004695
1872,530330095001037,17,852,0.01995305164319249
1872,530330095001038,16,852,0.018779342723004695
1872,530330095001040,39,852,0.045774647887323945
1872,530330095001041,9,852,0.01056338028169014
1872,530330095001042,27,852,0.03169014084507042
1872,530330095001051,20,852,0.023474178403755867
1874,530330076003010,109,972,0.11213991769547325
1874,530330079011000,141,972,0.14506172839506173
1874,530330079011001,135,972,0.1388888888888889
1874,530330079011004,53,972,0.05452674897119342
1874,530330079011005,262,972,0.26954732510288065
1874,530330079011006,123,972,0.12654320987654322
1874,530330079011007,149,972,0.15329218106995884
1875,530330079012001,90,818,0.1100244498777506
1875,530330079012002,272,818,0.33251833740831294
1875,530330079012005,44,818,0.05378973105134474
1875,530330079021004,208,818,0.254278728606357
1875,530330079023001,88,818,0.10757946210268948
1875,530330079023002,116,818,0.14180929095354522
1876,530330079012006,126,1092,0.11538461538461539
1876,530330079012007,232,1092,0.21245421245421245
1876,530330079012008,179,1092,0.16391941391941392
1876,530330079012009,134,1092,0.1227106227106227
1876,530330079012010,116,1092,0.10622710622710622
1876,530330079012011,95,1092,0.08699633699633699
1876,530330087001005,76,1092,0.0695970695970696
1876,530330087001006,68,1092,0.06227106227106227
1876,530330087001007,66,1092,0.06043956043956044
1879,530330087001009,160,714,0.22408963585434175
1879,530330087001010,26,714,0.036414565826330535
1879,530330087001011,45,714,0.06302521008403361
1879,530330087001012,57,714,0.07983193277310924
1879,530330087001020,47,714,0.06582633053221289
1879,530330087002003,83,714,0.11624649859943978
1879,530330087003000,93,714,0.13025210084033614
1879,530330087003001,108,714,0.15126050420168066
1879,530330087003002,95,714,0.1330532212885154
1880,530330086001011,70,910,0.07692307692307693
1880,530330086001012,14,910,0.015384615384615385
1880,530330086002000,74,910,0.08131868131868132
1880,530330086002005,67,910,0.07362637362637363
1880,530330086002006,69,910,0.07582417582417582
1880,530330086002016,224,910,0.24615384615384617
1880,530330087001008,66,910,0.07252747252747253
1880,530330087003003,97,910,0.10659340659340659
1880,530330087003004,88,910,0.0967032967032967
1880,530330087003013,81,910,0.08901098901098901
1880,530330087003014,60,910,0.06593406593406594
1881,530330087002007,65,840,0.07738095238095238
1881,530330087002010,151,840,0.17976190476190476
1881,530330087002011,17,840,0.02023809523809524
1881,530330087002012,41,840,0.04880952380952381
1881,530330087002013,91,840,0.10833333333333334
1881,530330087002014,80,840,0.09523809523809523
1881,530330087002015,143,840,0.17023809523809524
1881,530330087003008,48,840,0.05714285714285714
1881,530330087003009,78,840,0.09285714285714286
1881,530330087003018,126,840,0.15
1882,530330087001023,117,770,0.15194805194805194
1882,530330087001025,38,770,0.04935064935064935
1882,530330087002000,57,770,0.07402597402597402
1882,530330087002001,160,770,0.2077922077922078
1882,530330087002002,63,770,0.08181818181818182
1882,530330087002004,58,770,0.07532467532467532
1882,530330087002005,82,770,0.10649350649350649
1882,530330087002006,61,770,0.07922077922077922
1882,530330087002008,65,770,0.08441558441558442
1882,530330087002009,69,770,0.08961038961038961
1883,530330087001000,41,606,0.06765676567656766
1883,530330087001001,47,606,0.07755775577557755
1883,530330087001002,40,606,0.066006600660066
1883,530330087001013,70,606,0.11551155115511551
1883,530330087001014,36,606,0.0594059405940594
1883,530330087001015,49,606,0.08085808580858085
1883,530330087001016,24,606,0.039603960396039604
1883,530330087001017,59,606,0.09735973597359736
1883,530330087001018,50,606,0.08250825082508251
1883,530330087001019,112,606,0.1848184818481848
1883,530330087001024,78,606,0.12871287128712872
1884,530330079021005,28,1008,0.027777777777777776
1884,530330079022004,122,1008,0.12103174603174603
1884,530330079022005,107,1008,0.10615079365079365
1884,530330079023000,182,1008,0.18055555555555555
1884,530330079023003,120,1008,0.11904761904761904
1884,530330079023004,164,1008,0.1626984126984127
1884,530330079023005,172,1008,0.17063492063492064
1884,530330079023008,55,1008,0.054563492063492064
1884,530330087001003,52,1008,0.051587301587301584
1884,530330087001004,6,1008,0.005952380952380952
1885,530330077003006,55,991,0.055499495459132187
1885,530330077003017,136,991,0.13723511604439959
1885,530330079022006,110,991,0.11099899091826437
1885,530330079022007,230,991,0.23208879919273462
1885,530330079023006,166,991,0.16750756811301715
1885,530330079023007,202,991,0.20383451059535823
1885,530330088001007,92,991,0.09283551967709384
1886,530330077003002,49,1150,0.042608695652173914
1886,530330077003003,63,1150,0.05478260869565217
1886,530330077003005,67,1150,0.058260869565217394
1886,530330077004013,215,1150,0.18695652173913044
1886,530330079022000,459,1150,0.3991304347826087
1886,530330079022001,66,1150,0.057391304347826085
1886,530330079022002,84,1150,0.07304347826086957
1886,530330079022003,147,1150,0.12782608695652173
1887,530330076002004,73,1484,0.04919137466307277
1887,530330076002007,170,1484,0.11455525606469003
1887,530330076002008,238,1484,0.16037735849056603
1887,530330076002009,202,1484,0.13611859838274934
1887,530330076002012,234,1484,0.15768194070080863
1887,530330077004004,57,1484,0.03840970350404313
1887,530330079021000,300,1484,0.20215633423180593
1887,530330079021001,210,1484,0.14150943396226415
1888,530330076002005,122,963,0.12668743509865005
1888,530330076002006,105,963,0.10903426791277258
1888,530330076002013,38,963,0.03946002076843198
1888,530330076002014,42,963,0.04361370716510903
1888,530330076003011,218,963,0.22637590861889928
1888,530330076003012,84,963,0.08722741433021806
1888,530330079021002,118,963,0.122533748701973
1888,530330079021003,236,963,0.245067497403946
1889,530330076002001,100,663,0.15082956259426847
1889,530330076002002,50,663,0.07541478129713423
1889,530330076002010,48,663,0.07239819004524888
1889,530330076002011,66,663,0.09954751131221719
1889,530330076003006,122,663,0.18401206636500755
1889,530330076003007,108,663,0.16289592760180996
1889,530330077004003,169,663,0.2549019607843137
1890,530330095001024,204,688,0.29651162790697677
1890,530330095001025,56,688,0.08139534883720931
1890,530330095001026,41,688,0.059593023255813955
1890,530330095001027,41,688,0.059593023255813955
1890,530330095001028,25,688,0.036337209302325583
1890,530330095001029,70,688,0.10174418604651163
1890,530330095001030,49,688,0.07122093023255814
1890,530330095001031,50,688,0.07267441860465117
1890,530330095001046,26,688,0.0377906976744186
1890,530330095001047,25,688,0.036337209302325583
1890,530330095001048,57,688,0.08284883720930232
1890,530330095001049,44,688,0.06395348837209303
1891,530330095001043,19,393,0.04834605597964377
1891,530330095001044,35,393,0.089058524173028
1891,530330095001045,27,393,0.06870229007633588
1891,530330095001050,65,393,0.16539440203562342
1891,530330095002037,41,393,0.10432569974554708
1891,530330095002038,37,393,0.09414758269720101
1891,530330095002048,21,393,0.05343511450381679
1891,530330095002049,30,393,0.07633587786259542
1891,530330095002050,17,393,0.043256997455470736
1891,530330095002055,41,393,0.10432569974554708
1891,530330095002056,60,393,0.15267175572519084
1892,530330077002014,83,977,0.0849539406345957
1892,530330077004000,125,977,0.12794268167860798
1892,530330077004002,28,977,0.028659160696008188
1892,530330077004005,25,977,0.0255885363357216
1892,530330077004006,203,977,0.20777891504605936
1892,530330077004007,70,977,0.07164790174002048
1892,530330077004008,70,977,0.07164790174002048
1892,530330077004011,24,977,0.02456499488229273
1892,530330077004012,78,977,0.07983623336745138
1892,530330077004014,130,977,0.1330603889457523
1892,530330077004015,87,977,0.08904810644831115
1892,530330077004016,54,977,0.05527123848515865
1893,530330077001010,72,712,0.10112359550561797
1893,530330077001011,32,712,0.0449438202247191
1893,530330077001014,36,712,0.05056179775280899
1893,530330077001015,24,712,0.033707865168539325
1893,530330077001016,37,712,0.05196629213483146
1893,530330077001017,35,712,0.04915730337078652
1893,530330077001018,24,712,0.033707865168539325
1893,530330077001019,61,712,0.08567415730337079
1893,530330077001020,48,712,0.06741573033707865
1893,530330077001021,37,712,0.05196629213483146
1893,530330077002015,71,712,0.0997191011235955
1893,530330077004009,70,712,0.09831460674157304
1893,530330077004010,73,712,0.10252808988764045
1893,530330077004017,16,712,0.02247191011235955
1893,530330077004018,76,712,0.10674157303370786
1894,530330077001022,52,689,0.07547169811320754
1894,530330077001023,36,689,0.05224963715529753
1894,530330077001024,42,689,0.06095791001451379
1894,530330077001025,26,689,0.03773584905660377
1894,530330077001026,36,689,0.05224963715529753
1894,530330077001027,21,689,0.030478955007256895
1894,530330077003000,82,689,0.11901306240928883
1894,530330077003001,99,689,0.14368650217706821
1894,530330077003004,60,689,0.08708272859216255
1894,530330077003007,57,689,0.08272859216255443
1894,530330077003009,55,689,0.07982583454281568
1894,530330077003010,55,689,0.07982583454281568
1894,530330077003011,68,689,0.09869375907111756
1895,530330077003008,48,894,0.053691275167785234
1895,530330077003013,70,894,0.07829977628635347
1895,530330077003014,57,894,0.06375838926174497
1895,530330077003015,89,894,0.09955257270693513
1895,530330077003016,91,894,0.1017897091722595
1895,530330088001003,70,894,0.07829977628635347
1895,530330088001004,54,894,0.06040268456375839
1895,530330088001005,108,894,0.12080536912751678
1895,530330088001008,83,894,0.09284116331096197
1895,530330088001009,72,894,0.08053691275167785
1895,530330088001010,80,894,0.0894854586129754
1895,530330088001011,72,894,0.08053691275167785
1896,530330077001028,40,632,0.06329113924050633
1896,530330077001029,46,632,0.07278481012658228
1896,530330077001030,43,632,0.0680379746835443
1896,530330077001031,95,632,0.15031645569620253
1896,530330077001032,64,632,0.10126582278481013
1896,530330077003012,41,632,0.06487341772151899
1896,530330077003018,67,632,0.1060126582278481
1896,530330088001000,55,632,0.08702531645569621
1896,530330088001001,63,632,0.09968354430379747
1896,530330088001002,118,632,0.18670886075949367
1897,530330086002001,87,1375,0.06327272727272727
1897,530330086002002,28,1375,0.020363636363636365
1897,530330086002003,30,1375,0.02181818181818182
1897,530330086004000,113,1375,0.08218181818181818
1897,530330086004001,147,1375,0.10690909090909091
1897,530330086004002,348,1375,0.2530909090909091
1897,530330086004003,160,1375,0.11636363636363636
1897,530330086004004,242,1375,0.176
1897,530330086004005,220,1375,0.16
1898,530330088001017,47,467,0.1006423982869379
1898,530330088001018,55,467,0.11777301927194861
1898,530330088001019,32,467,0.06852248394004283
1898,530330088001020,37,467,0.07922912205567452
1898,530330088001021,31,467,0.06638115631691649
1898,530330088001022,57,467,0.12205567451820129
1898,530330088002002,25,467,0.05353319057815846
1898,530330088002003,65,467,0.139186295503212
1898,530330088002004,93,467,0.19914346895074947
1898,530330088002005,25,467,0.05353319057815846
1899,530330088002007,88,435,0.20229885057471264
1899,530330088002009,60,435,0.13793103448275862
1899,530330088002010,100,435,0.22988505747126436
1899,530330088002022,60,435,0.13793103448275862
1899,530330088002023,73,435,0.167816091954023
1899,530330088003008,54,435,0.12413793103448276
1900,530330088003004,75,528,0.14204545454545456
1900,530330088003005,54,528,0.10227272727272728
1900,530330088003006,63,528,0.11931818181818182
1900,530330088003007,30,528,0.056818181818181816
1900,530330088003009,22,528,0.041666666666666664
1900,530330088003010,30,528,0.056818181818181816
1900,530330088003011,26,528,0.04924242424242424
1900,530330088003012,67,528,0.1268939393939394
1900,530330088003013,41,528,0.07765151515151515
1900,530330088003014,71,528,0.13446969696969696
1900,530330088003015,49,528,0.0928030303030303
1901,530330088003000,46,416,0.11057692307692307
1901,530330088003016,44,416,0.10576923076923077
1901,530330088003017,134,416,0.32211538461538464
1901,530330088003018,114,416,0.27403846153846156
1901,530330088003019,78,416,0.1875
1902,530330088002011,76,532,0.14285714285714285
1902,530330088002013,29,532,0.05451127819548872
1902,530330088002014,61,532,0.11466165413533834
1902,530330088002018,26,532,0.04887218045112782
1902,530330088002019,74,532,0.13909774436090225
1902,530330088002020,46,532,0.08646616541353383
1902,530330088002021,76,532,0.14285714285714285
1902,530330088002024,46,532,0.08646616541353383
1902,530330088003001,47,532,0.08834586466165413
1902,530330088003002,33,532,0.06203007518796992
1902,530330088003003,18,532,0.03383458646616541
1903,530330078001022,35,378,0.09259259259259259
1903,530330078001029,33,378,0.0873015873015873
1903,530330078001030,29,378,0.07671957671957672
1903,530330078001031,13,378,0.03439153439153439
1903,530330078002023,38,378,0.10052910052910052
1903,530330078002024,45,378,0.11904761904761904
1903,530330078002025,108,378,0.2857142857142857
1903,530330078002028,35,378,0.09259259259259259
1903,530330078002029,42,378,0.1111111111111111
1906,530330088001012,93,594,0.15656565656565657
1906,530330088001013,62,594,0.10437710437710437
1906,530330088001014,48,594,0.08080808080808081
1906,530330088001015,63,594,0.10606060606060606
1906,530330088001016,45,594,0.07575757575757576
1906,530330088002000,50,594,0.08417508417508418
1906,530330088002001,64,594,0.10774410774410774
1906,530330088002015,84,594,0.1414141414141414
1906,530330088002016,66,594,0.1111111111111111
1906,530330088002017,19,594,0.03198653198653199
1907,530330078002011,58,890,0.0651685393258427
1907,530330078002012,43,890,0.048314606741573035
1907,530330078002013,30,890,0.033707865168539325
1907,530330078002014,37,890,0.04157303370786517
1907,530330078002015,43,890,0.048314606741573035
1907,530330078002016,56,890,0.06292134831460675
1907,530330078002017,47,890,0.052808988764044947
1907,530330078002018,48,890,0.05393258426966292
1907,530330078002019,51,890,0.05730337078651685
1907,530330078002020,27,890,0.030337078651685393
1907,530330078002021,65,890,0.07303370786516854
1907,530330078002022,19,890,0.021348314606741574
1907,530330078002027,61,890,0.06853932584269663
1907,530330078003018,59,890,0.06629213483146068
1907,530330078003020,85,890,0.09550561797752809
1907,530330078003021,34,890,0.038202247191011236
1907,530330078003022,36,890,0.04044943820224719
1907,530330078003024,41,890,0.046067415730337076
1907,530330078003025,50,890,0.056179775280898875
1910,530330078003008,42,638,0.06583072100313479
1910,530330078003009,38,638,0.05956112852664577
1910,530330078004010,112,638,0.1755485893416928
1910,530330078004011,25,638,0.03918495297805643
1910,530330078004012,38,638,0.05956112852664577
1910,530330078004013,29,638,0.045454545454545456
1910,530330078004014,45,638,0.07053291536050156
1910,530330078004015,19,638,0.029780564263322883
1910,530330078004016,26,638,0.04075235109717868
1910,530330078004018,43,638,0.06739811912225706
1910,530330078004019,32,638,0.050156739811912224
1910,530330078004020,59,638,0.09247648902821316
1910,530330078004025,28,638,0.0438871473354232
1910,530330078004026,49,638,0.0768025078369906
1910,530330078004027,53,638,0.08307210031347963
1911,530330078001002,74,335,0.2208955223880597
1911,530330078001003,20,335,0.05970149253731343
1911,530330078001004,21,335,0.0626865671641791
1911,530330078001005,38,335,0.11343283582089553
1911,530330078001008,62,335,0.18507462686567164
1911,530330078001009,37,335,0.11044776119402985
1911,530330078001010,25,335,0.07462686567164178
1911,530330078001011,19,335,0.056716417910447764
1911,530330078004024,39,335,0.11641791044776119
1913,530330078003005,41,434,0.0944700460829493
1913,530330078003006,37,434,0.08525345622119816
1913,530330078003007,55,434,0.12672811059907835
1913,530330078004017,24,434,0.055299539170506916
1913,530330078004021,34,434,0.07834101382488479
1913,530330078004028,39,434,0.08986175115207373
1913,530330078004029,18,434,0.041474654377880185
1913,530330078004030,7,434,0.016129032258064516
1913,530330078004032,33,434,0.07603686635944701
1913,530330078004033,109,434,0.2511520737327189
1913,530330078004034,22,434,0.05069124423963134
1913,530330078004035,15,434,0.03456221198156682
1914,530330078002003,42,729,0.05761316872427984
1914,530330078002004,74,729,0.10150891632373114
1914,530330078002005,96,729,0.13168724279835392
1914,530330078002008,41,729,0.056241426611796985
1914,530330078003002,30,729,0.0411522633744856
1914,530330078003003,36,729,0.04938271604938271
1914,530330078003004,43,729,0.05898491083676269
1914,530330078003010,61,729,0.08367626886145405
1914,530330078003011,37,729,0.05075445816186557
1914,530330078003012,35,729,0.04801097393689986
1914,530330078003013,36,729,0.04938271604938271
1914,530330078003014,42,729,0.05761316872427984
1914,530330078003015,34,729,0.04663923182441701
1914,530330078003016,50,729,0.06858710562414266
1914,530330078003017,72,729,0.09876543209876543
1915,530330078001012,24,489,0.049079754601226995
1915,530330078001013,16,489,0.032719836400818
1915,530330078001014,149,489,0.3047034764826176
1915,530330078001015,14,489,0.028629856850715747
1915,530330078002000,44,489,0.08997955010224949
1915,530330078002001,31,489,0.06339468302658487
1915,530330078002002,44,489,0.08997955010224949
1915,530330078003000,78,489,0.15950920245398773
1915,530330078003001,28,489,0.05725971370143149
1915,530330078003026,61,489,0.12474437627811862
1916,530330078001023,22,413,0.053268765133171914
1916,530330078001024,17,413,0.04116222760290557
1916,530330078001025,31,413,0.07506053268765134
1916,530330078001026,11,413,0.026634382566585957
1916,530330078001027,21,413,0.05084745762711865
1916,530330078001028,27,413,0.06537530266343826
1916,530330078002006,155,413,0.37530266343825663
1916,530330078002007,24,413,0.05811138014527845
1916,530330078002009,42,413,0.1016949152542373
1916,530330078002010,38,413,0.09200968523002422
1916,530330078002026,25,413,0.06053268765133172
1917,530330078001032,127,532,0.2387218045112782
1917,530330078001033,30,532,0.05639097744360902
1917,530330078001035,15,532,0.02819548872180451
1917,530330078001036,208,532,0.39097744360902253
1917,530330078001037,18,532,0.03383458646616541
1917,530330078001038,5,532,0.009398496240601503
1917,530330078001039,47,532,0.08834586466165413
1917,530330078001040,46,532,0.08646616541353383
1917,530330078002030,36,532,0.06766917293233082
1918,530330078001041,32,456,0.07017543859649122
1918,530330089001008,32,456,0.07017543859649122
1918,530330089001009,84,456,0.18421052631578946
1918,530330089001011,104,456,0.22807017543859648
1918,530330089001012,36,456,0.07894736842105263
1918,530330089001014,22,456,0.04824561403508772
1918,530330089001015,15,456,0.03289473684210526
1918,530330089001019,54,456,0.11842105263157894
1918,530330089002000,48,456,0.10526315789473684
1918,530330089002009,29,456,0.06359649122807018
1919,530330089001003,335,480,0.6979166666666666
1919,530330089001005,5,480,0.010416666666666666
1919,530330089001006,45,480,0.09375
1919,530330089001007,56,480,0.11666666666666667
1919,530330089001013,38,480,0.07916666666666666
1919,530330089001025,1,480,0.0020833333333333333
1920,530330089001016,41,827,0.049576783555018135
1920,530330089001017,42,827,0.05078597339782346
1920,530330089001018,82,827,0.09915356711003627
1920,530330089001020,30,827,0.036275695284159616
1920,530330089001022,8,827,0.009673518742442563
1920,530330089001023,50,827,0.060459492140266025
1920,530330089001029,33,827,0.03990326481257558
1920,530330089002001,72,827,0.08706166868198308
1920,530330089002008,71,827,0.08585247883917775
1920,530330089002011,71,827,0.08585247883917775
1920,530330089002012,58,827,0.07013301088270858
1920,530330089002013,49,827,0.0592503022974607
1920,530330089002014,18,827,0.02176541717049577
1920,530330089002015,22,827,0.026602176541717048
1920,530330089002016,63,827,0.0761789600967352
1920,530330089002017,117,827,0.1414752116082225
1925,530330094002022,8,766,0.010443864229765013
1925,530330094002023,39,766,0.050913838120104436
